Sequence of timestamped events V1.0
Stream 8
Id =8
Name = Camera_8
Tbegin = 0
Tend = 10000
Count = 1000
48; 1
50; 2
50; 1
52; 2
92; 1
94; 2
94; 1
96; 2
102; 1
104; 2
102; 1
104; 2
106; 1
108; 2
110; 1
112; 2
123; 1
125; 2
127; 1
129; 2
132; 1
134; 2
138; 1
140; 2
138; 1
140; 2
139; 1
141; 2
143; 1
145; 2
146; 1
148; 2
167; 1
169; 2
170; 1
172; 2
173; 1
175; 2
175; 1
177; 2
181; 1
183; 2
200; 1
202; 2
220; 1
222; 2
233; 1
235; 2
233; 1
235; 2
237; 1
239; 2
247; 1
249; 2
276; 1
278; 2
300; 1
302; 2
312; 1
314; 2
316; 1
318; 2
333; 1
335; 2
333; 1
335; 2
350; 1
352; 2
354; 1
356; 2
354; 1
356; 2
386; 1
388; 2
401; 1
403; 2
416; 1
418; 2
419; 1
421; 2
421; 1
423; 2
433; 1
435; 2
434; 1
436; 2
450; 1
452; 2
457; 1
459; 2
458; 1
460; 2
474; 1
476; 2
481; 1
483; 2
486; 1
488; 2
488; 1
490; 2
489; 1
491; 2
489; 1
491; 2
491; 1
493; 2
497; 1
499; 2
508; 1
510; 2
517; 1
519; 2
523; 1
525; 2
525; 1
527; 2
532; 1
534; 2
536; 1
538; 2
541; 1
543; 2
545; 1
547; 2
556; 1
558; 2
566; 1
568; 2
569; 1
571; 2
582; 1
584; 2
593; 1
595; 2
642; 1
644; 2
646; 1
648; 2
664; 1
666; 2
684; 1
686; 2
689; 1
691; 2
712; 1
714; 2
715; 1
717; 2
751; 1
753; 2
752; 1
754; 2
764; 1
766; 2
787; 1
789; 2
789; 1
791; 2
791; 1
793; 2
792; 1
794; 2
793; 1
795; 2
800; 1
802; 2
805; 1
807; 2
805; 1
807; 2
814; 1
816; 2
823; 1
825; 2
833; 1
835; 2
835; 1
837; 2
843; 1
845; 2
846; 1
848; 2
847; 1
849; 2
878; 1
880; 2
912; 1
914; 2
912; 1
914; 2
934; 1
936; 2
945; 1
947; 2
950; 1
952; 2
952; 1
954; 2
958; 1
960; 2
961; 1
963; 2
970; 1
972; 2
974; 1
976; 2
980; 1
982; 2
991; 1
993; 2
1005; 1
1007; 2
1024; 1
1026; 2
1040; 1
1042; 2
1046; 1
1048; 2
1058; 1
1060; 2
1074; 1
1076; 2
1107; 1
1109; 2
1111; 1
1113; 2
1111; 1
1113; 2
1114; 1
1116; 2
1124; 1
1126; 2
1131; 1
1133; 2
1143; 1
1145; 2
1145; 1
1147; 2
1153; 1
1155; 2
1181; 1
1183; 2
1187; 1
1189; 2
1190; 1
1192; 2
1195; 1
1197; 2
1204; 1
1206; 2
1211; 1
1213; 2
1213; 1
1215; 2
1218; 1
1220; 2
1221; 1
1223; 2
1226; 1
1228; 2
1228; 1
1230; 2
1228; 1
1230; 2
1241; 1
1243; 2
1265; 1
1267; 2
1274; 1
1276; 2
1276; 1
1278; 2
1279; 1
1281; 2
1280; 1
1282; 2
1311; 1
1313; 2
1321; 1
1323; 2
1348; 1
1350; 2
1350; 1
1352; 2
1352; 1
1354; 2
1353; 1
1355; 2
1356; 1
1358; 2
1361; 1
1363; 2
1365; 1
1367; 2
1366; 1
1368; 2
1367; 1
1369; 2
1367; 1
1369; 2
1369; 1
1371; 2
1369; 1
1371; 2
1377; 1
1379; 2
1379; 1
1381; 2
1380; 1
1382; 2
1383; 1
1385; 2
1385; 1
1387; 2
1387; 1
1389; 2
1390; 1
1392; 2
1405; 1
1407; 2
1409; 1
1411; 2
1424; 1
1426; 2
1457; 1
1459; 2
1460; 1
1462; 2
1462; 1
1464; 2
1466; 1
1468; 2
1499; 1
1501; 2
1504; 1
1506; 2
1505; 1
1507; 2
1512; 1
1514; 2
1520; 1
1522; 2
1521; 1
1523; 2
1527; 1
1529; 2
1535; 1
1537; 2
1552; 1
1554; 2
1582; 1
1584; 2
1582; 1
1584; 2
1608; 1
1610; 2
1608; 1
1610; 2
1611; 1
1613; 2
1614; 1
1616; 2
1619; 1
1621; 2
1641; 1
1643; 2
1645; 1
1647; 2
1660; 1
1662; 2
1665; 1
1667; 2
1665; 1
1667; 2
1676; 1
1678; 2
1683; 1
1685; 2
1686; 1
1688; 2
1697; 1
1699; 2
1702; 1
1704; 2
1742; 1
1744; 2
1753; 1
1755; 2
1768; 1
1770; 2
1786; 1
1788; 2
1794; 1
1796; 2
1806; 1
1808; 2
1813; 1
1815; 2
1821; 1
1823; 2
1822; 1
1824; 2
1845; 1
1847; 2
1863; 1
1865; 2
1870; 1
1872; 2
1872; 1
1874; 2
1883; 1
1885; 2
1902; 1
1904; 2
1912; 1
1914; 2
1917; 1
1919; 2
1917; 1
1919; 2
1927; 1
1929; 2
1935; 1
1937; 2
1945; 1
1947; 2
1951; 1
1953; 2
2014; 1
2016; 2
2018; 1
2020; 2
2020; 1
2022; 2
2020; 1
2022; 2
2045; 1
2047; 2
2053; 1
2055; 2
2058; 1
2060; 2
2059; 1
2061; 2
2061; 1
2063; 2
2068; 1
2070; 2
2072; 1
2074; 2
2087; 1
2089; 2
2088; 1
2090; 2
2108; 1
2110; 2
2113; 1
2115; 2
2122; 1
2124; 2
2138; 1
2140; 2
2155; 1
2157; 2
2171; 1
2173; 2
2181; 1
2183; 2
2206; 1
2208; 2
2207; 1
2209; 2
2216; 1
2218; 2
2218; 1
2220; 2
2221; 1
2223; 2
2234; 1
2236; 2
2238; 1
2240; 2
2245; 1
2247; 2
2279; 1
2281; 2
2281; 1
2283; 2
2291; 1
2293; 2
2299; 1
2301; 2
2300; 1
2302; 2
2301; 1
2303; 2
2308; 1
2310; 2
2309; 1
2311; 2
2382; 1
2384; 2
2391; 1
2393; 2
2394; 1
2396; 2
2402; 1
2404; 2
2403; 1
2405; 2
2408; 1
2410; 2
2431; 1
2433; 2
2436; 1
2438; 2
2440; 1
2442; 2
2449; 1
2451; 2
2451; 1
2453; 2
2455; 1
2457; 2
2463; 1
2465; 2
2468; 1
2470; 2
2475; 1
2477; 2
2482; 1
