Sequence of timestamped events V1.0
Stream 4
Id =4
Name = Camera_4
Tbegin = 0
Tend = 10000
Count = 1000
34; 1
36; 2
36; 1
38; 2
78; 1
80; 2
80; 1
82; 2
88; 1
90; 2
88; 1
90; 2
92; 1
94; 2
96; 1
98; 2
109; 1
111; 2
113; 1
115; 2
118; 1
120; 2
124; 1
126; 2
124; 1
126; 2
125; 1
127; 2
129; 1
131; 2
132; 1
134; 2
153; 1
155; 2
156; 1
158; 2
159; 1
161; 2
161; 1
163; 2
167; 1
169; 2
186; 1
188; 2
206; 1
208; 2
219; 1
221; 2
219; 1
221; 2
223; 1
225; 2
233; 1
235; 2
262; 1
264; 2
286; 1
288; 2
298; 1
300; 2
302; 1
304; 2
319; 1
321; 2
319; 1
321; 2
336; 1
338; 2
340; 1
342; 2
340; 1
342; 2
372; 1
374; 2
387; 1
389; 2
402; 1
404; 2
405; 1
407; 2
407; 1
409; 2
419; 1
421; 2
420; 1
422; 2
436; 1
438; 2
443; 1
445; 2
444; 1
446; 2
460; 1
462; 2
467; 1
469; 2
472; 1
474; 2
474; 1
476; 2
475; 1
477; 2
475; 1
477; 2
477; 1
479; 2
483; 1
485; 2
494; 1
496; 2
503; 1
505; 2
509; 1
511; 2
511; 1
513; 2
518; 1
520; 2
522; 1
524; 2
527; 1
529; 2
531; 1
533; 2
542; 1
544; 2
552; 1
554; 2
555; 1
557; 2
568; 1
570; 2
579; 1
581; 2
628; 1
630; 2
632; 1
634; 2
650; 1
652; 2
670; 1
672; 2
675; 1
677; 2
698; 1
700; 2
701; 1
703; 2
737; 1
739; 2
738; 1
740; 2
750; 1
752; 2
773; 1
775; 2
775; 1
777; 2
777; 1
779; 2
778; 1
780; 2
779; 1
781; 2
786; 1
788; 2
791; 1
793; 2
791; 1
793; 2
800; 1
802; 2
809; 1
811; 2
819; 1
821; 2
821; 1
823; 2
829; 1
831; 2
832; 1
834; 2
833; 1
835; 2
864; 1
866; 2
898; 1
900; 2
898; 1
900; 2
920; 1
922; 2
931; 1
933; 2
936; 1
938; 2
938; 1
940; 2
944; 1
946; 2
947; 1
949; 2
956; 1
958; 2
960; 1
962; 2
966; 1
968; 2
977; 1
979; 2
991; 1
993; 2
1010; 1
1012; 2
1026; 1
1028; 2
1032; 1
1034; 2
1044; 1
1046; 2
1060; 1
1062; 2
1093; 1
1095; 2
1097; 1
1099; 2
1097; 1
1099; 2
1100; 1
1102; 2
1110; 1
1112; 2
1117; 1
1119; 2
1129; 1
1131; 2
1131; 1
1133; 2
1139; 1
1141; 2
1167; 1
1169; 2
1173; 1
1175; 2
1176; 1
1178; 2
1181; 1
1183; 2
1190; 1
1192; 2
1197; 1
1199; 2
1199; 1
1201; 2
1204; 1
1206; 2
1207; 1
1209; 2
1212; 1
1214; 2
1214; 1
1216; 2
1214; 1
1216; 2
1227; 1
1229; 2
1251; 1
1253; 2
1260; 1
1262; 2
