Sequence of timestamped events V1.0
Stream 1
Id =1
Name = Camera_1
Tbegin = 0
Tend = 10000
Count = 500
17; 1
22; 2
27; 1
32; 2
40; 1
45; 2
87; 1
93; 2
124; 1
129; 2
124; 1
130; 2
138; 1
145; 2
142; 1
149; 2
166; 1
171; 2
185; 1
191; 2
192; 1
197; 2
193; 1
199; 2
201; 1
206; 2
220; 1
227; 2
232; 1
238; 2
237; 1
242; 2
238; 1
245; 2
249; 1
256; 2
255; 1
260; 2
285; 1
292; 2
286; 1
293; 2
311; 1
321; 2
342; 1
349; 2
409; 1
414; 2
411; 1
418; 2
420; 1
426; 2
468; 1
476; 2
512; 1
519; 2
515; 1
520; 2
531; 1
536; 2
551; 1
559; 2
574; 1
580; 2
585; 1
592; 2
675; 1
680; 2
684; 1
691; 2
702; 1
708; 2
709; 1
716; 2
711; 1
717; 2
713; 1
720; 2
744; 1
751; 2
768; 1
774; 2
788; 1
793; 2
799; 1
806; 2
820; 1
827; 2
829; 1
835; 2
840; 1
845; 2
841; 1
847; 2
863; 1
870; 2
889; 1
895; 2
895; 1
902; 2
910; 1
915; 2
911; 1
918; 2
924; 1
930; 2
938; 1
944; 2
946; 1
951; 2
972; 1
977; 2
973; 1
980; 2
1014; 1
1019; 2
1015; 1
1020; 2
1015; 1
1020; 2
1071; 1
1076; 2
1071; 1
1078; 2
1098; 1
1103; 2
1102; 1
1110; 2
1123; 1
1129; 2
1132; 1
1138; 2
1132; 1
1139; 2
1136; 1
1142; 2
1210; 1
1217; 2
1216; 1
1221; 2
1218; 1
1225; 2
1239; 1
1244; 2
1251; 1
1256; 2
1257; 1
1262; 2
1260; 1
1266; 2
1283; 1
1290; 2
1289; 1
1295; 2
1293; 1
1299; 2
1298; 1
1305; 2
1337; 1
1342; 2
1352; 1
1359; 2
1356; 1
1361; 2
1358; 1
1363; 2
1361; 1
1366; 2
1364; 1
1369; 2
1367; 1
1372; 2
1373; 1
1380; 2
1374; 1
1381; 2
1382; 1
1387; 2
1385; 1
1390; 2
1399; 1
1404; 2
1492; 1
1499; 2
1537; 1
1542; 2
1572; 1
1577; 2
1580; 1
1585; 2
1583; 1
1588; 2
1589; 1
1595; 2
1610; 1
1618; 2
1619; 1
1624; 2
1636; 1
1641; 2
1643; 1
1649; 2
1681; 1
1686; 2
1681; 1
1687; 2
1715; 1
1722; 2
1729; 1
1734; 2
1731; 1
1736; 2
1838; 1
1843; 2
1890; 1
1895; 2
1896; 1
1901; 2
1900; 1
1905; 2
1908; 1
1914; 2
1916; 1
1921; 2
1943; 1
1950; 2
1959; 1
1966; 2
1969; 1
1976; 2
1996; 1
2001; 2
2031; 1
2036; 2
2040; 1
2046; 2
2081; 1
2087; 2
2092; 1
2099; 2
2164; 1
2170; 2
2181; 1
2186; 2
2204; 1
2211; 2
2220; 1
2225; 2
2237; 1
2244; 2
2241; 1
2248; 2
2247; 1
2252; 2
2249; 1
2254; 2
2289; 1
2295; 2
2291; 1
2298; 2
2371; 1
2376; 2
2374; 1
2379; 2
2392; 1
2397; 2
2408; 1
2415; 2
2410; 1
2415; 2
2437; 1
2442; 2
2444; 1
2451; 2
2449; 1
2455; 2
2454; 1
2459; 2
2560; 1
2567; 2
2581; 1
2586; 2
2618; 1
2623; 2
2679; 1
2685; 2
2693; 1
2700; 2
2741; 1
2748; 2
2745; 1
2750; 2
2746; 1
2751; 2
2774; 1
2781; 2
2809; 1
2814; 2
2810; 1
2815; 2
2812; 1
2818; 2
2863; 1
2870; 2
2914; 1
2919; 2
2932; 1
2939; 2
2939; 1
2944; 2
2940; 1
2945; 2
2942; 1
2948; 2
2997; 1
3005; 2
3011; 1
3016; 2
3022; 1
3027; 2
3027; 1
3034; 2
3039; 1
3046; 2
3045; 1
3053; 2
3071; 1
3076; 2
3108; 1
3113; 2
3112; 1
3117; 2
3117; 1
3122; 2
3118; 1
3125; 2
3161; 1
3167; 2
3227; 1
3233; 2
3228; 1
3233; 2
3242; 1
3248; 2
3260; 1
3267; 2
3300; 1
3305; 2
3301; 1
3307; 2
3312; 1
3318; 2
3317; 1
3323; 2
3380; 1
3385; 2
3412; 1
3419; 2
3445; 1
3450; 2
3449; 1
3454; 2
3488; 1
3495; 2
3558; 1
3563; 2
3562; 1
3569; 2
3570; 1
3575; 2
3578; 1
3585; 2
3609; 1
3616; 2
3638; 1
3643; 2
3646; 1
3651; 2
3681; 1
3687; 2
3682; 1
3688; 2
3774; 1
3780; 2
3789; 1
3795; 2
3825; 1
3831; 2
3849; 1
3856; 2
3851; 1
3856; 2
3868; 1
3875; 2
3869; 1
3875; 2
3872; 1
3880; 2
3873; 1
3883; 2
3899; 1
3904; 2
3916; 1
3923; 2
3923; 1
3929; 2
3980; 1
3985; 2
4021; 1
4027; 2
4078; 1
4084; 2
4092; 1
4097; 2
4133; 1
4140; 2
4146; 1
4153; 2
4166; 1
4173; 2
4172; 1
4176; 2
4182; 1
4188; 2
4184; 1
4189; 2
4187; 1
4194; 2
4188; 1
4195; 2
4213; 1
4218; 2
4235; 1
4242; 2
4237; 1
4244; 2
4243; 1
4250; 2
4247; 1
4252; 2
4247; 1
4254; 2
4324; 1
4331; 2
4335; 1
4342; 2
4338; 1
4345; 2
4355; 1
4361; 2
4424; 1
4431; 2
4459; 1
4464; 2
4463; 1
4468; 2
4514; 1
4519; 2
4536; 1
4543; 2
4557; 1
4562; 2
4558; 1
4564; 2
4594; 1
4599; 2
4613; 1
4618; 2
4622; 1
4627; 2
4645; 1
4650; 2
4664; 1
4668; 2
4692; 1
4697; 2
4700; 1
4706; 2
4710; 1
4715; 2
4716; 1
4721; 2
4717; 1
4724; 2
4726; 1
4731; 2
4757; 1
4764; 2
4761; 1
4767; 2
4765; 1
4771; 2
4779; 1
4785; 2
4803; 1
4808; 2
4804; 1
4809; 2
4820; 1
4825; 2
4821; 1
4828; 2
4824; 1
4829; 2
4835; 1
4840; 2
4838; 1
4844; 2
4844; 1
4849; 2
4896; 1
4903; 2
4942; 1
4949; 2
4950; 1
4955; 2
5047; 1
5052; 2
5063; 1
5070; 2
5093; 1
5098; 2
5104; 1
5110; 2
5112; 1
5118; 2
5164; 1
5169; 2
5178; 1
5185; 2
5204; 1
5209; 2
5236; 1
5243; 2
5295; 1
5300; 2
5318; 1
5323; 2
5345; 1
5352; 2
5358; 1
5365; 2
5367; 1
5374; 2
5384; 1
5389; 2
5401; 1
5406; 2
5413; 1
5418; 2
5420; 1
5427; 2
5444; 1
5449; 2
5454; 1
5461; 2
5465; 1
5470; 2
5474; 1
5479; 2
5483; 1
5488; 2
5490; 1
5497; 2
5515; 1
5520; 2
5517; 1
5524; 2
5526; 1
